163.144108076	115.725725429	167.236359683	168.246842467	164.027436729	170.293863659	171.685759456	167.672299441
119.808180021	41.0020828605	125.395374715	126.944869924	121.198184805	129.305839002	130.774615274	126.063476075
163.993902326	119.741721592	0.0	167.842187784	165.308801944	170.170502732	171.604195753	168.297355891
145.849237228	92.3584316119	151.129083899	153.058812226	149.23471446	154.304892988	155.441307251	151.868364053
165.990963609	117.810021229	168.970411611	169.534657224	165.867416933	170.402464771	172.420996401	168.852006207
145.746355014	90.1669556423	149.525917486	150.768033747	146.809400244	154.285449735	155.248188395	150.246464185
166.71532623	124.114150338	170.170502732	171.058469536	169.785158362	0.0	174.011493873	171.032160718
118.152443902	36.3011963922	123.693168769	125.047990788	121.074357318	128.273146059	129.738197922	124.362373731
157.949358973	107.139760942	160.860187741	162.262133599	158.949677571	165.577776287	165.650233927	161.814708849
164.307638289	120.859752978	167.842187784	0.0	165.571736719	171.058469536	172.183042138	168.056538105
163.254402697	119.729573619	168.297355891	168.056538105	166.219734087	171.032160718	170.821544309	0.0
162.117241526	113.571314715	165.650233927	166.279884532	160.50856675	167.427596292	170.932735308	164.560019446
0.0	114.151764526	163.993902326	164.307638289	161.842516046	166.71532623	167.642476718	163.254402697
153.473124683	102.866585611	157.791001011	159.25137362	155.515272562	160.692252458	163.884105392	157.03502794
155.444523866	104.400980543	158.489747302	159.229394271	157.645171192	162.502307676	162.101819854	159.207411888
161.842516046	116.783876581	165.308801944	165.571736719	0.0	169.785158362	170.20869543	166.219734087
152.947703481	102.118118827	157.584897754	157.422997049	154.744951452	160.458717432	162.175830505	157.737123088
157.48015748	107.796755498	161.257557962	161.607549329	158.817505332	165.136307334	165.336021484	161.207940251
159.314155052	109.828190393	162.483845351	162.837342155	161.635392164	165.960838754	167.143650792	162.895672134
161.152102065	113.378774718	165.275527529	166.394110473	163.337074787	168.754259206	170.28211885	165.740761432
154.42797674	103.572933806	159.147730113	157.749801902	156.412915068	161.678693711	161.752897965	158.246642934
162.711400953	113.839817868	166.418148049	167.116725674	163.144108076	168.026783579	168.656455554	163.874952326
162.101819854	114.670758784	166.652332717	167.475371324	163.975607942	169.100561797	171.0	166.766303551
148.468851952	95.2078486012	153.143723345	153.766056072	150.545674132	154.954832129	158.218203757	152.42375143
153.72052563	104.88502166	160.231083127	160.059363987	157.286363045	163.462533934	164.875710764	158.984275952
164.62988793	117.404717829	165.683433089	168.937858398	167.044904143	171.181190556	173.525214306	168.680170737
154.644754195	103.731535248	158.786019536	160.393266692	156.409718368	162.021603498	163.483944166	158.552830312
120.041659435	42.1572224531	126.007936258	127.338132545	122.804723036	129.414064151	130.414723095	125.594585871
114.795470294	24.8977523408	120.490663539	122.356037857	117.953380621	125.187858836	127.208490283	121.177555678
160.115583252	112.831281441	163.483944166	164.566096144	164.274161084	166.682332597	170.014705246	165.478095227
152.170956493	105.52188289	159.536829604	160.825992924	157.64199948	162.493076776	164.954539192	159.793616894
157.895535086	108.776060808	162.828130248	160.810447422	159.524292821	166.700329934	166.694331037	160.271644404
167.642476718	125.788258396	171.604195753	172.183042138	170.20869543	174.011493873	0.0	170.821544309
125.761679378	54.4266635758	130.529690109	131.480036507	127.173110365	135.233132035	135.484316436	130.153755228
157.80050697	108.450747984	161.489937767	162.32067028	159.580700588	165.798069953	166.460205455	161.75598907
119.067207912	39.094150676	124.85591696	126.499011854	121.556571192	129.39474487	130.633073913	125.055987462
142.098557347	84.5183566871	146.198495204	147.434731322	143.934012659	150.645278718	152.164384795	147.173367156
158.29403021	108.594552624	162.268296349	162.240562129	160.661134068	166.051196924	165.828224377	162.877254397
163.349318946	115.340291833	166.964067991	167.547008329	166.078294789	169.390082354	170.642901991	164.648109616
155.544205935	106.364245013	160.206117237	161.953697087	158.104395891	163.627626029	163.046005778	159.630824091
